Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
2016
19,Apr 27,@,MIN,"W,6-5",41,36,6,10,3,0,0,6,3,1,11,1,0,1,2,1,2,0,.252,.312,.405,.717,8,9,R,J.Berrios (33),2016
20,Apr 29,@,PHI,"L,3-4",41,37,3,6,3,0,1,3,3,1,18,0,1,0,0,1,0,0,.247,.307,.401,.708,5,15,L,A.Morgan (51),2016
21,Apr 30,@,PHI,"L,3-4",37,33,3,9,1,1,0,3,1,0,5,0,1,2,0,0,3,0,.248,.306,.399,.705,7,16,R,J.Eickhoff (52),2016
2016
22,May 1,@,PHI,"L,1-2",33,29,1,4,0,0,1,1,4,0,9,0,0,0,1,1,0,1,.244,.303,.393,.696,5,11,R,V.Velasquez (70),2016
23,May 3,,DET,"W,7-3",36,32,7,10,2,0,1,7,4,0,5,0,0,0,0,2,0,0,.247,.307,.396,.703,5,11,R,J.Verlander (22),2016
24,May 4,,DET,"W,4-0",30,26,4,5,2,0,0,3,3,0,7,1,0,0,0,3,0,0,.245,.307,.392,.699,2,9,R,A.Sanchez (57),2016
25,May 5,,DET,"W,9-4",41,38,9,16,2,0,2,9,3,0,7,0,0,0,0,2,0,0,.253,.314,.403,.716,8,10,R,M.Fulmer (31),2016
26,May 6,,KCR,"W,7-1",37,30,7,9,2,0,0,7,7,0,5,0,0,0,0,3,0,0,.255,.318,.401,.720,6,9,R,Y.Ventura (28),2016
27,May 7,,KCR,"L,0-7",33,31,0,6,1,0,0,0,2,0,7,0,0,0,0,1,1,0,.252,.316,.395,.711,6,11,R,I.Kennedy (73),2016
28,May 8,,KCR,"W,5-4",37,33,5,8,1,0,2,5,4,0,8,0,0,0,1,0,1,0,.252,.316,.397,.713,8,11,R,E.Volquez (29),2016
29,May 9,@,HOU,"L,1-7",32,30,1,3,2,0,0,1,2,0,7,0,0,0,1,0,0,1,.247,.311,.390,.701,4,9,R,M.Fiers (69),2016
30,May 10,@,HOU,"W,4-0",35,31,4,8,2,1,0,4,2,0,9,1,1,0,0,1,0,1,.248,.312,.390,.702,4,9,R,C.Devenski (59),2016
31,May 11,@,HOU,"L,3-5",61,60,3,14,1,1,1,3,1,0,11,0,0,0,0,2,0,0,.247,.308,.387,.695,10,10,R,D.Fister (60),2016
32,May 13,,MIN,"W,7-6",36,31,7,8,2,0,2,7,4,0,5,0,0,1,0,0,1,0,.247,.309,.391,.700,5,10,R,R.Nolasco (48),2016
33,May 14,,MIN,"L,3-6",35,32,3,7,1,0,1,3,3,0,9,0,0,0,0,2,0,0,.246,.308,.389,.698,5,9,R,E.Santana (62),2016
34,May 15,,MIN,"L,1-5",37,36,1,9,0,0,1,1,1,0,9,0,0,0,0,0,0,0,.247,.307,.388,.695,9,9,R,T.Duffey (70),2016
35,May 16,,CIN,"W,15-6",48,39,15,19,3,0,2,14,6,0,5,0,1,2,0,1,0,0,.254,.315,.398,.713,9,12,L,J.Lamb (13),2016
36,May 17,,CIN,"W,13-1",50,41,13,17,5,0,0,12,9,0,7,0,0,0,0,0,1,0,.260,.323,.403,.726,13,16,R,A.Simon (-4),2016
37,May 18,@,CIN,"W,8-7",51,46,8,10,2,0,3,7,4,1,14,0,0,1,2,0,1,0,.258,.321,.405,.726,7,19,L,B.Finnegan (45),2016
38,May 19,@,CIN,"W,7-2",42,36,7,10,3,0,2,7,5,0,6,0,1,0,1,1,2,0,.259,.322,.408,.730,8,11,R,T.Adleman (47),2016
39,May 20,@,BOS,"W,4-2",40,33,4,8,2,0,1,4,5,0,5,0,1,1,0,0,2,0,.258,.322,.408,.730,9,9,R,C.Buchholz (47),2016
40,May 21,@,BOS,"L,1-9",34,30,1,2,1,0,1,1,4,0,11,0,0,0,1,0,0,0,.254,.319,.403,.723,6,11,R,J.Kelly (76),2016
41,May 22,@,BOS,"L,2-5",37,33,2,6,2,0,0,2,2,0,9,2,0,0,0,0,0,0,.252,.318,.400,.718,8,9,R,R.Porcello (55),2016
42,May 23 (1),@,CHW,"L,6-7",37,33,6,7,3,0,3,6,4,0,7,0,0,0,0,1,1,0,.252,.318,.404,.721,4,10,R,M.Latos (53),2016
43,May 23 (2),@,CHW,"W,5-1",36,33,5,7,1,0,3,5,3,0,5,0,0,0,0,1,0,0,.251,.317,.406,.723,4,9,R,E.Johnson (44),2016
44,May 24,@,CHW,"W,6-2",41,35,6,10,0,1,1,6,5,0,8,0,0,1,0,1,3,0,.251,.318,.407,.725,8,9,L,C.Sale (25),2016
45,May 25,@,CHW,"W,4-3",38,34,4,8,0,2,0,4,1,0,10,2,0,1,0,0,0,0,.251,.317,.405,.723,7,9,L,J.Quintana (57),2016
46,May 27,,BAL,"L,4-6",38,33,4,10,4,0,2,4,4,1,8,0,0,1,0,2,0,1,.252,.318,.410,.728,7,9,R,M.Wright (42),2016
47,May 28,,BAL,"W,11-4",44,39,11,13,1,0,0,8,5,0,5,0,0,0,3,1,5,0,.254,.321,.408,.729,9,11,R,U.Jimenez (25),2016
48,May 29,,BAL,"L,4-6",39,34,4,8,2,0,3,4,5,1,9,0,0,0,0,1,0,0,.254,.321,.411,.732,8,10,R,C.Tillman (48),2016
49,May 30,,TEX,"L,2-9",37,34,2,11,1,0,2,2,3,0,3,0,0,0,0,4,0,0,.255,.322,.414,.736,8,12,L,D.Holland (56),2016
50,May 31,,TEX,"L,3-7",36,33,3,8,0,0,1,3,3,0,5,0,0,0,0,2,0,0,.255,.322,.412,.734,6,9,R,C.Lewis (68),2016
2016
51,Jun 1,,TEX,"W,5-4",45,40,5,10,4,0,1,5,5,0,7,0,0,0,0,0,0,0,.255,.322,.413,.735,10,11,L,C.Hamels (55),2016
52,Jun 2,,KCR,"W,5-4",40,35,5,11,0,1,0,5,3,0,5,0,1,1,0,0,1,0,.256,.323,.412,.734,9,10,R,Y.Ventura (53),2016
53,Jun 3,,KCR,"W,6-1",34,30,6,8,3,0,2,4,4,0,5,0,0,0,0,2,1,0,.256,.323,.414,.738,4,9,R,E.Volquez (40),2016
54,Jun 4,,KCR,"W,7-1",37,34,7,12,3,0,3,7,2,0,7,0,0,1,0,1,0,0,.258,.324,.420,.744,6,9,R,I.Kennedy (41),2016
55,Jun 5,,KCR,"W,7-0",34,31,7,9,2,1,4,7,2,0,7,0,0,1,0,1,0,0,.258,.324,.426,.750,3,12,R,C.Young (36),2016
56,Jun 6,@,SEA,"W,3-1",34,32,3,5,1,0,1,2,1,0,14,0,0,1,1,0,1,0,.257,.322,.424,.745,4,9,L,J.Paxton (63),2016
57,Jun 7,@,SEA,"L,1-7",33,31,1,6,1,0,1,1,2,0,5,0,0,0,0,1,0,1,.256,.321,.422,.743,5,12,L,W.Miley (70),2016
58,Jun 8,@,SEA,"L,0-5",31,30,0,3,0,0,0,0,0,0,13,1,0,0,0,0,0,0,.253,.318,.417,.735,4,9,R,T.Walker (87),2016
59,Jun 9,@,SEA,"W,5-3",42,34,5,7,1,0,1,5,8,0,7,0,0,0,1,0,1,0,.253,.319,.416,.734,10,9,R,N.Karns (55),2016
60,Jun 10,@,LAA,"W,6-2",37,35,6,10,3,0,0,5,1,0,7,0,0,1,1,1,1,1,.253,.318,.415,.733,4,9,L,H.Santiago (19),2016
61,Jun 11,@,LAA,"L,3-4",36,33,3,7,1,0,0,3,2,0,11,0,0,1,1,0,2,0,.253,.317,.412,.729,6,12,R,M.Shoemaker (86),2016
62,Jun 12,@,LAA,"W,8-3",42,39,8,11,1,0,3,8,2,0,7,1,0,0,1,0,0,0,.253,.318,.414,.732,7,10,L,D.Huff (32),2016
63,Jun 13,@,KCR,"L,1-2",35,29,1,4,1,0,1,1,5,0,4,1,0,0,1,3,0,0,.252,.317,.413,.730,7,9,R,E.Volquez (72),2016
64,Jun 14,@,KCR,"L,2-3",38,32,2,9,1,0,1,2,6,0,6,0,0,0,0,2,3,1,.252,.318,.412,.731,9,10,R,C.Young (45),2016
65,Jun 15,@,KCR,"L,4-9",35,32,4,5,0,0,2,4,2,0,8,1,0,0,1,1,0,0,.251,.317,.411,.728,4,9,R,I.Kennedy (52),2016
66,Jun 17,,CHW,"W,3-2",32,31,3,8,1,0,1,3,1,0,6,0,0,0,0,0,1,1,.251,.317,.411,.728,5,10,L,J.Quintana (62),2016
67,Jun 18,,CHW,"W,13-2",47,38,13,15,2,1,3,12,9,0,9,0,0,0,0,1,1,0,.253,.320,.417,.737,10,11,R,J.Shields (8),2016
68,Jun 19,,CHW,"W,3-2",42,36,3,12,3,0,1,3,4,2,10,0,1,1,0,0,2,1,.254,.321,.418,.739,10,10,L,C.Rodon (56),2016
69,Jun 20,,TBR,"W,7-4",35,33,7,11,2,0,3,7,0,0,6,0,1,1,0,0,3,0,.255,.321,.421,.743,4,10,L,D.Smyly (50),2016
70,Jun 21,,TBR,"W,6-0",36,31,6,10,1,0,2,5,3,0,5,0,2,0,1,0,2,0,.256,.322,.423,.745,6,10,L,B.Snell (50),2016
71,Jun 22,,TBR,"W,6-1",35,32,6,9,4,0,1,6,2,0,6,0,0,1,0,0,2,0,.257,.322,.424,.746,5,10,R,C.Archer (47),2016
72,Jun 24,@,DET,"W,7-5",38,37,7,12,1,4,0,7,0,0,5,1,0,0,0,1,0,0,.258,.322,.426,.748,4,10,R,J.Zimmermann (18),2016
73,Jun 25,@,DET,"W,6-0",36,34,6,8,1,1,4,6,2,0,5,0,0,0,0,0,0,0,.257,.322,.430,.751,3,10,R,A.Sanchez (42),2016
74,Jun 26,@,DET,"W,9-3",40,38,9,13,0,1,4,8,2,0,10,0,0,0,0,1,0,0,.259,.322,.434,.756,4,9,R,J.Verlander (17),2016
75,Jun 27,@,ATL,"W,8-3",40,38,8,14,3,0,2,8,1,0,6,0,1,0,1,1,0,0,.260,.323,.436,.760,5,15,R,J.Gant (48),2016
76,Jun 28,@,ATL,"W,5-3",41,34,5,9,0,0,0,3,5,0,11,1,1,0,1,2,4,0,.260,.324,.434,.758,9,12,R,M.Wisler (59),2016
77,Jun 29,@,ATL,"W,3-0",36,33,3,8,2,0,1,3,1,0,2,1,1,0,1,2,1,0,.260,.324,.434,.757,6,12,R,J.De La Cruz (46),2016
78,Jun 30,@,TOR,"W,4-1",36,35,4,10,3,1,2,4,1,0,5,0,0,0,0,1,0,0,.260,.323,.436,.759,5,10,R,R.Dickey (52),2016
2016
79,Jul 1,@,TOR,"W,2-1",76,72,2,15,1,0,1,2,3,1,15,1,0,0,2,2,0,0,.259,.321,.431,.753,17,11,R,M.Stroman (65),2016
80,Jul 2,@,TOR,"L,6-9",39,37,6,10,2,1,2,6,1,0,12,1,0,0,0,1,1,0,.259,.321,.433,.754,6,10,R,M.Estrada (52),2016
81,Jul 3,@,TOR,"L,1-17",32,32,1,5,2,0,0,1,0,0,14,0,0,0,0,0,0,0,.258,.320,.430,.750,4,11,L,J.Happ (74),2016
82,Jul 4,,DET,"W,5-3",36,29,5,8,3,0,1,5,5,0,9,0,0,2,0,0,0,1,.258,.320,.431,.751,7,10,L,D.Norris (44),2016
83,Jul 5,,DET,"W,12-1",43,35,12,13,5,0,2,12,7,0,8,0,0,1,0,1,0,0,.260,.322,.434,.756,7,9,R,A.Sanchez (27),2016
84,Jul 6,,DET,"L,2-12",36,30,2,7,3,0,0,2,3,0,4,1,0,2,0,2,0,0,.259,.322,.433,.755,7,11,R,M.Fulmer (56),2016
85,Jul 7,,NYY,"L,4-5",35,34,4,7,2,0,2,3,1,0,10,0,0,0,0,0,1,0,.259,.321,.433,.754,4,12,R,I.Nova (48),2016
86,Jul 8,,NYY,"W,10-2",36,33,10,9,2,0,5,10,3,0,10,0,0,0,0,0,0,0,.259,.321,.437,.758,2,13,R,C.Green (29),2016
87,Jul 9,,NYY,"L,6-7",49,42,6,11,4,0,0,6,5,0,10,1,1,0,0,0,1,1,.259,.321,.436,.757,10,9,L,C.Sabathia (35),2016
88,Jul 10,,NYY,"L,7-11",43,38,7,11,2,0,1,5,5,0,8,0,0,0,1,0,1,0,.259,.322,.436,.758,9,9,R,M.Tanaka (27),2016
89,Jul 15,@,MIN,"W,5-2",37,34,5,8,0,0,1,4,3,0,8,0,0,0,1,0,0,0,.259,.322,.434,.756,5,9,R,E.Santana (45),2016
90,Jul 16,@,MIN,"L,4-5",45,39,4,9,2,0,0,4,4,0,5,0,1,1,1,2,0,0,.259,.321,.432,.754,8,13,R,T.Duffey (44),2016
91,Jul 17,@,MIN,"W,6-1",40,37,6,13,3,0,3,6,3,0,4,0,0,0,0,1,2,2,.260,.322,.435,.758,7,11,R,K.Gibson (39),2016
92,Jul 18,@,KCR,"L,3-7",36,32,3,7,2,0,1,3,4,0,6,0,0,0,0,2,0,0,.259,.322,.435,.757,6,10,R,E.Volquez (64),2016
93,Jul 19,@,KCR,"W,7-3",40,36,7,12,1,0,2,7,2,0,6,0,1,1,0,2,1,0,.260,.323,.436,.758,6,10,L,B.Flynn (37),2016
94,Jul 20,@,KCR,"W,11-4",46,37,11,10,1,0,5,11,7,0,12,2,0,0,0,0,0,0,.260,.324,.439,.763,8,12,R,I.Kennedy (30),2016
95,Jul 22,@,BAL,"L,1-5",36,34,1,8,2,0,0,0,1,0,9,1,0,0,0,2,0,0,.260,.323,.437,.761,8,12,R,D.Bundy (60),2016
96,Jul 23,@,BAL,"L,2-5",34,31,2,7,2,0,0,2,3,0,9,0,0,0,0,3,0,0,.260,.323,.436,.759,5,12,R,K.Gausman (73),2016
97,Jul 24,@,BAL,"L,3-5",36,32,3,7,2,0,0,3,3,0,6,0,0,1,1,1,0,0,.259,.323,.434,.757,6,9,R,V.Worley (59),2016
98,Jul 26,,WSN,"W,7-6",39,33,7,11,4,0,0,4,4,1,4,0,1,1,1,2,0,0,.260,.323,.435,.758,7,12,L,G.Gonzalez (55),2016
99,Jul 27,,WSN,"L,1-4",36,32,1,6,1,0,0,1,3,0,9,0,1,0,1,1,1,0,.259,.323,.433,.755,8,12,R,S.Strasburg (76),2016
100,Jul 29,,OAK,"W,5-3",36,30,5,8,0,0,1,4,4,0,3,0,1,1,1,1,1,0,.259,.323,.432,.755,7,11,R,K.Graveman (46),2016
101,Jul 30,,OAK,"W,6-3",37,35,6,12,2,0,4,6,2,0,5,0,0,0,0,1,0,0,.260,.323,.435,.759,7,10,L,D.Overton (20),2016
102,Jul 31,,OAK,"W,8-0",38,30,8,10,1,0,1,8,5,0,8,0,0,3,0,0,0,0,.261,.324,.435,.760,6,11,R,S.Gray (17),2016
2016
103,Aug 1,,MIN,"L,5-12",36,34,5,7,1,0,1,5,1,0,10,1,0,0,0,0,0,0,.260,.323,.434,.758,4,11,R,J.Berrios (55),2016
104,Aug 2,,MIN,"L,6-10",42,39,6,13,2,0,2,6,3,0,5,0,0,0,0,1,1,0,.261,.324,.435,.760,9,9,R,K.Gibson (21),2016
105,Aug 3,,MIN,"L,5-13",34,32,5,8,2,0,2,4,2,0,9,0,0,0,0,2,0,0,.261,.324,.436,.760,2,13,R,T.Duffey (42),2016
106,Aug 4,,MIN,"W,9-2",40,36,9,11,1,0,4,8,4,0,7,0,0,0,1,0,3,0,.261,.324,.438,.763,7,10,L,H.Santiago (43),2016
107,Aug 5,@,NYY,"L,7-13",41,35,7,11,2,0,1,7,4,0,10,1,0,1,0,0,0,2,.262,.325,.438,.763,7,11,R,M.Pineda (49),2016
108,Aug 6,@,NYY,"W,5-2",41,34,5,10,0,0,3,5,6,0,10,1,0,0,0,2,2,0,.262,.326,.440,.765,9,10,L,C.Sabathia (46),2016
109,Aug 7,@,NYY,"L,2-3",38,35,2,8,2,0,0,1,3,0,12,0,0,0,1,1,2,0,.262,.326,.438,.764,9,11,R,M.Tanaka (64),2016
110,Aug 9,@,WSN,"W,3-1",33,32,3,5,2,0,0,3,1,0,14,0,0,0,0,0,1,0,.261,.324,.436,.761,3,13,R,M.Scherzer (74),2016
111,Aug 10,@,WSN,"L,4-7",37,36,4,10,3,0,1,4,1,0,9,0,0,0,0,1,2,0,.261,.324,.436,.761,6,15,L,G.Gonzalez (41),2016
112,Aug 11,,LAA,"W,14-4",42,37,14,14,6,0,3,14,4,0,8,0,0,1,1,0,1,0,.262,.325,.440,.765,4,12,R,J.Chacin (11),2016
113,Aug 12,,LAA,"W,13-3",43,40,13,17,4,0,2,12,3,0,8,0,0,0,0,0,8,0,.264,.327,.442,.769,6,10,L,T.Skaggs (23),2016
114,Aug 13,,LAA,"W,5-1",35,35,5,14,3,0,0,4,0,0,7,0,0,0,1,1,1,2,.265,.327,.443,.770,6,10,R,M.Shoemaker (31),2016
115,Aug 14,,LAA,"W,5-4",36,32,5,11,2,0,1,5,4,0,1,0,0,0,0,1,2,0,.266,.328,.443,.771,7,9,R,J.Weaver (26),2016
116,Aug 15,,BOS,"L,2-3",34,31,2,6,4,0,1,2,3,0,8,0,0,0,0,1,2,1,.265,.327,.443,.770,5,11,L,D.Pomeranz (65),2016
117,Aug 16,,CHW,"W,3-1",37,34,3,11,4,0,0,3,3,0,5,0,0,0,0,0,3,0,.266,.328,.443,.771,10,10,L,J.Quintana (51),2016
118,Aug 17,,CHW,"L,7-10",44,38,7,13,2,0,2,7,5,0,5,0,0,1,0,1,2,0,.266,.329,.444,.772,10,10,R,A.Ranaudo (27),2016
119,Aug 18,,CHW,"W,5-4",36,33,5,12,5,0,0,5,1,0,8,1,0,1,1,3,0,0,.267,.329,.444,.773,6,11,L,C.Rodon (53),2016
120,Aug 19,,TOR,"W,3-2",34,30,3,6,0,0,2,3,3,0,9,1,0,0,0,1,0,0,.267,.329,.444,.773,6,10,L,F.Liriano (67),2016
121,Aug 20,,TOR,"L,5-6",34,32,5,6,1,0,1,5,1,0,9,0,0,1,2,2,0,0,.266,.328,.443,.771,2,11,R,A.Sanchez (40),2016
122,Aug 21,,TOR,"W,3-2",32,31,3,9,0,0,1,3,1,0,10,0,0,0,0,3,0,0,.266,.328,.443,.770,5,11,R,M.Stroman (68),2016
123,Aug 22,@,OAK,"W,1-0",34,33,1,7,2,0,1,1,1,0,9,0,0,0,0,0,0,1,.266,.327,.442,.769,6,9,R,A.Triggs (71),2016
124,Aug 23,@,OAK,"L,1-9",31,29,1,4,1,0,1,1,2,0,10,0,0,0,0,1,0,0,.265,.326,.441,.767,3,12,L,S.Manaea (73),2016
125,Aug 24,@,OAK,"L,1-5",37,34,1,9,2,0,1,1,2,0,4,1,0,0,0,2,0,0,.265,.326,.441,.767,9,11,R,K.Graveman (58),2016
126,Aug 25,@,TEX,"L,0-9",30,29,0,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,.264,.325,.438,.763,3,12,L,C.Hamels (86),2016
127,Aug 26,@,TEX,"W,12-1",46,41,12,17,4,0,0,11,1,0,4,3,0,1,0,2,0,0,.265,.326,.439,.765,7,11,L,M.Perez (27),2016
128,Aug 27,@,TEX,"L,0-7",36,34,0,7,0,2,0,0,1,0,10,1,0,0,1,0,0,1,.265,.326,.438,.764,9,10,R,A.Griffin (67),2016
129,Aug 28,@,TEX,"L,1-2",35,31,1,6,0,0,0,1,3,0,8,1,0,0,0,1,2,0,.264,.325,.436,.762,7,12,L,D.Holland (65),2016
130,Aug 29,,MIN,"W,1-0",38,34,1,8,1,0,0,1,4,0,5,0,0,0,1,1,0,1,.264,.325,.435,.760,9,11,L,H.Santiago (65),2016
131,Aug 30,,MIN,"W,5-4",38,29,5,9,3,1,2,5,8,0,10,1,0,0,0,1,1,1,.264,.326,.437,.763,9,9,L,A.Albers (27),2016
132,Aug 31,,MIN,"W,8-4",39,32,8,12,3,0,2,8,5,0,3,0,0,2,0,2,1,0,.265,.327,.438,.765,7,11,L,P.Dean (22),2016
2016
133,Sep 2,,MIA,"W,6-2",39,29,6,7,4,0,0,6,8,0,7,0,1,1,0,0,0,0,.265,.328,.438,.765,9,9,R,A.Cashner (31),2016
134,Sep 3,,MIA,"W,8-3",42,35,8,12,5,0,1,6,5,1,6,0,1,1,1,1,0,0,.265,.328,.439,.767,10,9,R,J.Fernandez (22),2016
135,Sep 4,,MIA,"W,6-5",42,35,6,10,2,0,0,6,7,0,7,0,0,0,0,1,2,0,.266,.329,.438,.767,10,14,R,T.Koehler (70),2016
136,Sep 5,,HOU,"L,2-6",36,33,2,7,1,0,1,2,3,0,9,0,0,0,0,1,0,0,.265,.329,.437,.766,7,13,R,M.Fiers (47),2016
137,Sep 6,,HOU,"L,3-4",36,34,3,7,4,0,1,2,2,0,7,0,0,0,0,0,1,0,.265,.328,.437,.765,6,12,R,B.Peacock (48),2016
138,Sep 7,,HOU,"W,6-5",40,34,6,12,1,0,1,6,4,0,4,2,0,0,0,0,1,1,.265,.329,.437,.766,10,10,R,D.Fister (20),2016
139,Sep 8,,HOU,"W,10-7",38,31,10,9,4,1,1,8,6,0,5,1,0,0,0,2,1,0,.266,.330,.438,.768,4,11,R,D.Paulino (33),2016
140,Sep 9,@,MIN,"W,5-4",44,38,5,9,1,0,1,5,5,0,8,1,0,0,1,0,0,0,.265,.330,.438,.767,12,10,R,T.Duffey (44),2016
141,Sep 10,@,MIN,"L,1-2",47,41,1,7,2,0,0,1,5,1,5,0,0,1,0,1,0,0,.265,.329,.436,.765,10,13,L,H.Santiago (61),2016
142,Sep 11,@,MIN,"W,7-1",45,38,7,13,0,1,1,6,6,0,6,0,1,0,1,1,1,0,.265,.330,.436,.766,11,12,R,J.Berrios (33),2016
143,Sep 12,@,CHW,"L,4-11",37,35,4,8,4,0,1,4,2,0,6,0,0,0,1,1,0,0,.265,.330,.436,.766,6,13,R,M.Gonzalez (52),2016
144,Sep 13,@,CHW,"L,1-8",34,32,1,6,3,0,1,1,1,0,7,1,0,0,0,1,0,0,.264,.329,.436,.765,6,12,L,J.Quintana (73),2016
145,Sep 14,@,CHW,"W,6-1",39,36,6,10,3,1,1,6,3,0,6,0,0,0,0,1,2,0,.265,.329,.436,.765,6,11,L,C.Rodon (27),2016
146,Sep 15,@,CHW,"L,1-2",37,30,1,4,1,0,0,1,5,0,12,1,0,1,0,0,2,0,.264,.329,.434,.763,9,13,R,J.Shields (67),2016
147,Sep 16,,DET,"W,11-4",42,34,11,14,3,0,1,11,5,1,6,0,1,2,0,1,3,0,.265,.330,.435,.765,7,13,R,M.Fulmer (29),2016
148,Sep 17,,DET,"W,1-0",41,31,1,4,1,0,0,1,9,2,10,0,1,0,0,0,4,0,.264,.330,.434,.763,12,13,R,J.Verlander (78),2016
149,Sep 18,,DET,"L,5-9",35,33,5,7,1,0,1,4,1,0,9,0,0,1,1,0,1,0,.264,.329,.433,.762,3,12,L,D.Norris (52),2016
150,Sep 20,,KCR,"W,2-1",36,31,2,5,0,0,1,2,4,0,7,0,1,0,1,0,2,0,.263,.329,.432,.761,8,12,R,E.Volquez (64),2016
151,Sep 21,,KCR,"W,4-3",38,33,4,13,6,0,0,4,3,1,7,1,1,0,0,1,0,1,.264,.329,.433,.762,10,10,R,I.Kennedy (39),2016
152,Sep 22,,KCR,"W,5-2",33,26,5,5,2,0,2,5,4,0,5,2,1,0,0,1,1,0,.263,.329,.433,.763,4,11,L,J.Vargas (53),2016
153,Sep 23,,CHW,"W,10-4",42,37,10,13,3,0,1,10,3,0,4,1,0,1,1,0,1,0,.264,.330,.434,.764,8,14,R,M.Gonzalez (31),2016
154,Sep 24,,CHW,"L,1-8",37,33,1,8,3,0,0,1,3,0,6,1,0,0,0,1,2,0,.264,.330,.433,.763,9,17,L,J.Quintana (55),2016
155,Sep 25,,CHW,"L,0-3",32,28,0,2,0,0,0,0,3,0,14,0,1,0,0,0,0,0,.263,.329,.431,.760,5,13,L,C.Rodon (86),2016
156,Sep 26,@,DET,"W,7-4",42,34,7,8,1,0,2,6,6,0,3,0,1,1,1,0,1,0,.263,.329,.431,.761,8,11,R,B.Farmer (41),2016
157,Sep 27,@,DET,"L,0-12",31,30,0,4,0,0,0,0,1,0,13,0,0,0,0,0,0,1,.262,.328,.430,.758,4,9,R,J.Verlander (82),2016
158,Sep 28,@,DET,"L,3-6",26,21,3,7,2,0,0,3,5,0,4,0,0,0,0,1,1,0,.262,.329,.430,.759,8,9,R,M.Fulmer (36),2016
159,Sep 30,@,KCR,"W,7-2",40,34,7,10,3,1,1,7,4,0,11,1,0,1,0,1,0,0,.262,.329,.430,.760,6,15,R,Y.Ventura (49),2016
